order	family	genus	species	subspecies	variety	form	id	territory:lu	territory:az	territory:ma
Poales	Poaceae	Holcus	lanatus {L.}	lanatus {}			2425	NATIVE	UNCERTAIN	NATIVE
Poales	Poaceae	Holcus	lanatus {L.}				2426			
Poales	Poaceae	Holcus	mollis {L.}				2427	NATIVE	EXOTIC	EXOTIC
Poales	Poaceae	Holcus	reuteri {Boiss.}				2428	NATIVE		
Poales	Poaceae	Holcus	azoricus {M.Seq. & Castrov.}				3865		ENDEMIC	
Poales	Poaceae	Holcus	rigidus {Hochst. ex Seub.}				3866		ENDEMIC	
Poales	Poaceae	Hordeum	geniculatum {All.}				2429	NATIVE	EXOTIC	
Poales	Poaceae	Hordeum	marinum {Huds.}	marinum {}			2430	NATIVE		NATIVE
Poales	Poaceae	Hordeum	murinum {L.}	murinum {}			2431	NATIVE		
Poales	Poaceae	Hordeum	murinum {L.}	leporinum {(Link) Arcang.}			2432	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Hordeum	murinum {L.}				2433			
Poales	Poaceae	Hordeum	secalinum {Schreb.}				2434	NATIVE		
Poales	Poaceae	Hordeum	marinum {Huds.}				3867		EXOTIC	
Poales	Poaceae	Hordeum	murinum {L.}	glaucum  {(Steud.) Tzvelev}			3868			NATIVE
Poales	Poaceae	Hyparrhenia	hirta {(L.) Stapf}				2435	NATIVE		
Poales	Poaceae	Hyparrhenia	sinaica {(Delile) Llauradó ex G.López}				2436	NATIVE		NATIVE
Poales	Poaceae	Imperata	cylindrica {(L.) Rauschel}				2437	NATIVE		
Poales	Poaceae	Koeleria	caudata {(Link) Steud.}				2438	NATIVE		
Poales	Poaceae	Koeleria	crassipes {Lange}				2439	NATIVE		
Poales	Poaceae	Koeleria	vallesiana {(Honck.) Gaudin}	vallesiana {}			2440	NATIVE		
Poales	Poaceae	Koeleria	loweana {Quintanar, Catalán & Castrov.}				3869			ENDEMIC
Poales	Poaceae	Lagurus	ovatus {L.}				2441	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Lamarckia	aurea {(L.) Moench}				2442	NATIVE		NATIVE
Poales	Poaceae	Leersia	oryzoides {(L.) Sw.}				2443	NATIVE	EXOTIC	
Poales	Poaceae	Lolium	aristatum {(Willd.) Lag.}				2444	NATIVE	EXOTIC	
Poales	Poaceae	Lolium	multiflorum {Lam.}				2445	NATIVE	EXOTIC	EXOTIC
Poales	Poaceae	Lolium	perenne {L.}				2446	NATIVE	EXOTIC	EXOTIC
Poales	Poaceae	Lolium	rigidum {Gaudin}	rigidum {}			2447	NATIVE	EXOTIC	EXOTIC
Poales	Poaceae	Lolium	temulentum {L.}				2448	NATIVE	EXOTIC	EXOTIC
Poales	Poaceae	Lolium	canariense {Steud.}				3870			NATIVE
Poales	Poaceae	Lolium	lowei {Menezes}				3871			NATIVE
Poales	Poaceae	Lolium	remotum {Schrank}				3872		UNCERTAIN	
Poales	Poaceae	Lolium	rigidum {Gaudin}	lepturoides  {(Boiss.) Sennen & Mauricio}			3873			EXOTIC
Poales	Poaceae	Lolium	rigidum {Gaudin}				3874			
Poales	Poaceae	Lygeum	spartum {L.}				2449	NATIVE		
Poales	Poaceae	Melica	ciliata {L.}	magnolii {(Gren. & Godr.) Husn.}			2450	NATIVE		NATIVE
Poales	Poaceae	Melica	minuta {L.}	arrecta {(Kunze) Breistr.}			2451	NATIVE		
Poales	Poaceae	Melica	minuta {L.}	minuta {}			2452	NATIVE		
Poales	Poaceae	Melica	minuta {L.}				2453			
Poales	Poaceae	Melica	uniflora {Retz.}				2454	NATIVE		
Poales	Poaceae	Melica	canariensis {W.Hempel}				3875			NATIVE
Poales	Poaceae	Mibora	minima {(L.) Desv.}				2455	NATIVE		
Poales	Poaceae	Micropyrum	patens {(Brot.) Pilg.}				2456	NATIVE		
Poales	Poaceae	Micropyrum	tenellum {(L.) Link}				2457	NATIVE		NATIVE
Poales	Poaceae	Milium	vernale {M.Bieb.}				2458	NATIVE		
Poales	Poaceae	Molineriella	laevis {(Brot.) Rouy}				2459	NATIVE		
Poales	Poaceae	Molineriella	minuta {(L.) Rouy}	australis {(Paunero) Rivas Mart.}			2460	NATIVE		
Poales	Poaceae	Molineriella	minuta {(L.) Rouy}	minuta {}			2461	NATIVE		
Poales	Poaceae	Molineriella	minuta {(L.) Rouy}				2462			
Poales	Poaceae	Molinia	caerulea {(L.) Moench}				2463	NATIVE		
Poales	Poaceae	Nardus	stricta {L.}				2464	NATIVE	NATIVE	
Poales	Poaceae	Panicum	repens {L.}				2465	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Panicum	maximum {Jacq.}				3878			EXOTIC
Poales	Poaceae	Parapholis	filiformis {(Roth) C.E.Hubb.}				2466	NATIVE		NATIVE
Poales	Poaceae	Parapholis	incurva {(L.) C.E.Hubb.}				2467	NATIVE		NATIVE
Poales	Poaceae	Parapholis	strigosa {(Dumort.) C.E.Hubb.}				2468	NATIVE		
Poales	Poaceae	Periballia	involucrata {(Cav.) Janka}				2469	NATIVE		
Poales	Poaceae	Phalaris	aquatica {L.}				2470	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Phalaris	arundinacea {L.}	arundinacea {}			2471	NATIVE	EXOTIC	
Poales	Poaceae	Phalaris	brachystachys {Link}				2472	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Phalaris	coerulescens {Desf.}	lusitanica {Rocha Afonso & Franco}			2473	ENDEMIC		
Poales	Poaceae	Phalaris	coerulescens {Desf.}	coerulescens {}			2474	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Phalaris	coerulescens {Desf.}				2475			
Poales	Poaceae	Phalaris	minor {Retz.}				2476	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Phalaris	paradoxa {L.}				2477	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Phalaris	maderensis {(Menezes) Menezes}				3882			NATIVE
Poales	Poaceae	Phleum	arenarium {L.}				2478	NATIVE		
Poales	Poaceae	Phleum	phleoides {(L.) H.Karst.}				2479	NATIVE		
Poales	Poaceae	Phleum	pratense {L.}	bertolonii {(DC.) Bornm.}			2480	NATIVE		
Poales	Poaceae	Phleum	pratense {L.}	pratense {}			2481	NATIVE	EXOTIC	
Poales	Poaceae	Phleum	pratense {L.}				2482			
Poales	Poaceae	Phragmites	australis {(Cav.) Trin ex.Steud.}				2483	NATIVE		NATIVE
Poales	Poaceae	Piptatherum	coerulescens {(Desf.) P.Beauv.}				2484	NATIVE		
Poales	Poaceae	Piptatherum	miliaceum {(L.) Coss.}	thomasii {(Duby) Freitag}			2485	NATIVE		
Poales	Poaceae	Piptatherum	miliaceum {(L.) Coss.}	miliaceum {}			2486	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Piptatherum	miliaceum {(L.) Coss.}				2487			
Poales	Poaceae	Piptatherum	paradoxum {(L.) P.Beauv.}				2488	NATIVE		
Poales	Poaceae	Poa	angustifolia {L.}				2489	NATIVE	EXOTIC	
Poales	Poaceae	Poa	annua {L.}				2490	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Poa	bulbosa {L.}				2491	NATIVE		NATIVE
Poales	Poaceae	Poa	infirma {Kunth}				2492	NATIVE		
Poales	Poaceae	Poa	nemoralis {L.}				2493	NATIVE		
Poales	Poaceae	Poa	pratensis {L.}				2494	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Poa	supina {Schrad.}				2495	NATIVE		
Poales	Poaceae	Poa	trivialis {L.}	sylvicola {(Guss.) H.Lindb.}			2496	NATIVE		
Poales	Poaceae	Poa	trivialis {L.}	trivialis {}			2497	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Poa	trivialis {L.}				2498			
Poales	Poaceae	Poa	compressa {L.}				3883			EXOTIC
Poales	Poaceae	Polypogon	maritimus {Willd.}				2499	NATIVE	NATIVE	NATIVE
Poales	Poaceae	Polypogon	monspeliensis {(L.) Desf.}				2500	NATIVE	NATIVE	NATIVE
Poales	Poaceae	Polypogon	viridis {(Gouan) Breistr.}				2501	NATIVE	NATIVE	NATIVE
Poales	Poaceae	Polypogon	fugax {Nees ex Steud.}				3884			NATIVE
Poales	Poaceae	Pseudarrhenatherum	longifolium {(Thore) Rouy}				2502	NATIVE		
Poales	Poaceae	Pseudarrhenatherum	pallens {(Link) Holub}				2503	ENDEMIC		
Poales	Poaceae	Psilurus	incurvus {(Gouan) Schinz & Thell.}				2504	NATIVE		
Poales	Poaceae	Puccinellia	distans {(Jacq.) Parl.}				2505	NATIVE		
Poales	Poaceae	Puccinellia	foucaudii {(Hack.) Holmb.}				2506	NATIVE		
Poales	Poaceae	Puccinellia	iberica {(Wolley-Dod) Tzvelev}				2507	NATIVE		
Poales	Poaceae	Puccinellia	maritima {(Huds.) Parl.}				2508	NATIVE		
Poales	Poaceae	Puccinellia	rupestris {(With.) Fernald & Weath.}				2509	NATIVE		
Poales	Poaceae	Puccinellia	stenophylla {Kerguélen}				2510	NATIVE		
Poales	Poaceae	Rostraria	cristata {(L.) Tzvelev}				2511	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Rostraria	azorica {S.Hend.}				3886		ENDEMIC	
Poales	Poaceae	Rostraria	pumila {(Desf.) Tzvelev}				3887			NATIVE
Poales	Poaceae	Setaria	pumila {(Poir.) Roem. & Schult.}				2512	NATIVE	EXOTIC	EXOTIC
Poales	Poaceae	Setaria	verticillata {(L.) P.Beauv.}				2513	NATIVE		EXOTIC
Poales	Poaceae	Setaria	viridis {(L.) P.Beauv.}				2514	NATIVE		EXOTIC
Poales	Poaceae	Setaria	parviflora {(Poir.) Kerguélen}				3122	EXOTIC	EXOTIC	EXOTIC
Poales	Poaceae	Setaria	adhaerens {(Forssk.) Chiov.}				3123	EXOTIC	EXOTIC	
Poales	Poaceae	Setaria	faberi {Herrm.}				3124	EXOTIC	EXOTIC	
Poales	Poaceae	Setaria	italica {(L.) P.Beauv.}				3125	EXOTIC		
Poales	Poaceae	Setaria	megaphylla {(Steud.) T.Durand & Schinz}				3890			EXOTIC
Poales	Poaceae	Setaria	palmifolia {(J.Koenig) Stapf}				3891		EXOTIC	
Poales	Poaceae	Spartina	maritima {(Curtis) Fernald}				2515	NATIVE	NATIVE	
Poales	Poaceae	Spartina	versicolor {Fabre}				2516	EXOTIC	EXOTIC	
Poales	Poaceae	Spartina	densiflora {Brongn.}				3303	EXOTIC		
Poales	Poaceae	Sphenopus	divaricatus {(Gouan) Rchb.}				2517	NATIVE		NATIVE
Poales	Poaceae	Sporobolus	pungens {(Schreb.) Kunth}				2518	NATIVE		
Poales	Poaceae	Sporobolus	africanus {(Poir.) Robyns & Tournay}				3892			EXOTIC
Poales	Poaceae	Stipa	bromoides {(L.) Dörfl.}				2519	NATIVE		
Poales	Poaceae	Stipa	capensis {Thunb.}				2520	NATIVE		NATIVE
Poales	Poaceae	Stipa	gigantea {Link}				2521	NATIVE		
Poales	Poaceae	Stipa	lagascae {Roem. & Schult.}				2522	NATIVE		
Poales	Poaceae	Stipa	neesiana {Trin. & Rupr.}				2523	NATIVE		EXOTIC
Poales	Poaceae	Stipa	offneri {Breistr.}				2524	NATIVE		
Poales	Poaceae	Stipa	tenacissima {L.}				2525	NATIVE		
Poales	Poaceae	Taeniatherum	caput-medusae {(L.) Nevski}				2526	NATIVE		
Poales	Poaceae	Triplachne	nitens {(Guss.) Link}				2527	NATIVE		NATIVE
Poales	Poaceae	Trisetaria	dufourei {(Boiss.) Paunero}				2528	NATIVE		
Poales	Poaceae	Trisetaria	flavescens {(L.) Maire}	flavescens {}			2529	NATIVE		
Poales	Poaceae	Trisetaria	hispida {(Lange) Paunero}				2530	NATIVE		
Poales	Poaceae	Trisetaria	ovata {(Cav.) Paunero}				2531	NATIVE		
Poales	Poaceae	Trisetaria	panicea {(Lam.) Paunero}				2532	NATIVE		
Poales	Poaceae	Trisetaria	scabriuscula {(Lag.) Paunero}				2533	NATIVE		
Poales	Poaceae	Ventenata	dubia {(Leers) Coss.}				2534	NATIVE		
Poales	Poaceae	Vulpia	alopecuros {(Schousb.) Dumort.}	alopecuros {}			2535	NATIVE		
Poales	Poaceae	Vulpia	bromoides {(L.) S.F.Gray}				2536	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Vulpia	ciliata {Dumort.}	ciliata {}			2537	NATIVE		
Poales	Poaceae	Vulpia	fasciculata {(Forssk.) Fritsch}				2538	NATIVE		
Poales	Poaceae	Vulpia	fontquerana {Melderis & Stace}				2539	NATIVE		
Poales	Poaceae	Vulpia	geniculata {(L.) Link}				2540	NATIVE		EXOTIC
Poales	Poaceae	Vulpia	membranacea {(L.) Dumort.}				2541	NATIVE		
Poales	Poaceae	Vulpia	muralis {(Kunth) Nees}				2542	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Vulpia	myuros {(L.) C.C.Gmel.}				2543	NATIVE	EXOTIC	NATIVE
Poales	Poaceae	Wangenheimia	lima {(L.) Trin.}				2544	NATIVE		
Poales	Poaceae	Paspalum	dilatatum {Poir.}				3249	EXOTIC	EXOTIC	EXOTIC
Poales	Poaceae	Paspalum	urvillei {Steud.}				3253	EXOTIC	EXOTIC	
Poales	Poaceae	Paspalum	vaginatum {Sw.}				3251	EXOTIC	EXOTIC	EXOTIC
Poales	Poaceae	Paspalum	notatum {Flügge}				3879		EXOTIC	
Poales	Poaceae	Paspalum	distichum {L.}				3250	EXOTIC	EXOTIC	EXOTIC
Poales	Poaceae	Ehrharta	calycina {Sm.}				3271	EXOTIC		
Poales	Poaceae	Ehrharta	erecta {Lam.}				3293	EXOTIC		
Poales	Poaceae	Pennisetum	villosum {R.Br. ex Fresen.}				3272	EXOTIC	EXOTIC	EXOTIC
Poales	Poaceae	Pennisetum	clandestinum {Hochst. & Chiov.}				3880			EXOTIC
Poales	Poaceae	Pennisetum	purpureum {Schum.}				3881			EXOTIC
Poales	Poaceae	Castellia	tuberculosa {(Moris) Bor}				3291	NATIVE		
Poales	Poaceae	Aristida	adscensionis {L.}				3836			NATIVE
Poales	Poaceae	Arundinaria	pumila {Mitford}				3837		EXOTIC	
Poales	Poaceae	Arundinaria	tessellata {(Nees) Munro}				3838		EXOTIC	
Poales	Poaceae	Axonopus	affinis {Chase}				3840		EXOTIC	
Poales	Poaceae	Brachiaria	mutica {(Forssk.) Stapf}				3841		EXOTIC	EXOTIC
Poales	Poaceae	Cenchrus	ciliaris {L.}				3843			EXOTIC
Poales	Poaceae	Cenchrus	incertus {M.A.Curtis}				3844		EXOTIC	
Poales	Poaceae	Chloris	gayana {Kunth}				3845			EXOTIC
Poales	Poaceae	Chloris	virgata {Sw.}				3846			EXOTIC
Poales	Poaceae	Dactyloctenium	australe {Steud.}				3849			EXOTIC
Poales	Poaceae	Eleusine	tristachya {(Lam.) Lam.}				3855		EXOTIC	EXOTIC
Poales	Poaceae	Melinis	minutiflora {P.Beauv.}				3876			EXOTIC
Poales	Poaceae	Miscanthus	sinensis {Andersson}				3877		EXOTIC	
Poales	Poaceae	Pseudosasa	japonica {(Siebold & Zucc. ex Steud.) Makino}				3885			EXOTIC
Poales	Poaceae	Rytidosperma	tenuis {(Steud.) A.Hansen & Sunding}				3888			EXOTIC
Poales	Poaceae	Schismus	barbatus {(L.) Thell.}				3889			NATIVE
Poales	Poaceae	Narduroides	salzmannii {(Boiss.) Rouy}				4037	NATIVE		
Poales	Typhaceae	Typha	angustifolia {L.}				3032	NATIVE		
Poales	Typhaceae	Typha	domingensis {Pers.}				3033	NATIVE	EXOTIC	
Poales	Typhaceae	Typha	latifolia {L.}				3034	NATIVE		
Poales	Typhaceae	Sparganium	angustifolium {Michx.}				3006	NATIVE		
Poales	Typhaceae	Sparganium	emersum {Rehmann}	emersum {}			3007	NATIVE		
Poales	Typhaceae	Sparganium	erectum {L.}	erectum {}			3008	NATIVE		
Poales	Typhaceae	Sparganium	erectum {L.}	microcarpum {(Neuman) Domin}			3009	NATIVE		
Poales	Typhaceae	Sparganium	erectum {L.}				3010			
Poales	Typhaceae	Sparganium	erectum {L.}	neglectum {(Beeby) Schinz & Thell.}			3011	NATIVE		
Poales	Typhaceae	Sparganium	erectum {L.}	oocarpum {(Čelak.) Domin}			3012	NATIVE		
Dioscoreales	Dioscoreaceae	Tamus	communis {L.}				1234	NATIVE	EXOTIC	
Dioscoreales	Dioscoreaceae	Tamus	edulis {Lowe}				3600			NATIVE
Dioscoreales	Nartheciaceae	Narthecium	ossifragum {(L.) Huds.}				1968	NATIVE		
Ephedrales	Ephedraceae	Ephedra	fragilis {Desf.}	fragilis {}			1265	NATIVE		NATIVE
Equisetales	Equisetaceae	Equisetum	arvense {L.}				1266	NATIVE	EXOTIC	
Equisetales	Equisetaceae	Equisetum	palustre {L.}				1267	NATIVE		
Equisetales	Equisetaceae	Equisetum	ramosissimum {Desf.}				1268	NATIVE	EXOTIC	
Equisetales	Equisetaceae	Equisetum	telmateia {Ehrh.}				1269	NATIVE	NATIVE	NATIVE
Escalloniales	Escalloniaceae	Escallonia	macrantha {Hook. & Arn.}				3622		EXOTIC	
Fabales	Fabaceae	Acacia	dealbata {Link}				3127	EXOTIC	EXOTIC	EXOTIC
Fabales	Fabaceae	Acacia	longifolia {(Andrews) Willd.}				3128	EXOTIC	EXOTIC	EXOTIC
Fabales	Fabaceae	Acacia	mearnsii {De Wild.}				3129	EXOTIC		EXOTIC
Fabales	Fabaceae	Acacia	melanoxylon {R.Br.}				3130	EXOTIC	EXOTIC	EXOTIC
Fabales	Fabaceae	Acacia	verticillata {(L'Hér.) Willd.}				3131	EXOTIC		EXOTIC
Fabales	Fabaceae	Acacia	cyclops {A.Cunn. ex G.Don}				3134	EXOTIC	EXOTIC	
Fabales	Fabaceae	Acacia	saligna {(Labill.) H.L.Wendl.}				3135	EXOTIC		
Fabales	Fabaceae	Acacia	retinodes {Schltdl.}		retinodes {}		3296	EXOTIC		
Fabales	Fabaceae	Acacia	elata {A.Cunn. ex Benth.}				3632			EXOTIC
Fabales	Fabaceae	Acacia	farnesiana {(L.) Willd.}				3633			EXOTIC
Fabales	Fabaceae	Acacia	pycnantha {Benth.}				4036	EXOTIC		
Fabales	Fabaceae	Adenocarpus	anisochilus {Boiss.}				1335	ENDEMIC		
Fabales	Fabaceae	Adenocarpus	argyrophyllus {(Rivas Goday) Caball.}				1336	NATIVE		
Fabales	Fabaceae	Adenocarpus	complicatus {(L.) J.Gay}				1337	NATIVE		NATIVE
Fabales	Fabaceae	Adenocarpus	lainzii {(Castrov.) Castrov.}				1338	NATIVE		
Fabales	Fabaceae	Adenocarpus	telonensis {(Loisel.) DC.}				1339	NATIVE		
Fabales	Fabaceae	Anagyris	foetida {L.}				1340	NATIVE		
Fabales	Fabaceae	Anthyllis	vulneraria {L.}	sampaioana {(Rothm.) Vasc.}			1341	ENDEMIC		
Fabales	Fabaceae	Anthyllis	vulneraria {L.}	iberica {(W.Becker) Jalas ex Cullen}			1342	NATIVE		
Fabales	Fabaceae	Anthyllis	vulneraria {L.}				1343			
Fabales	Fabaceae	Anthyllis	vulneraria {L.}	maura {(Beck) Maire}			1344	NATIVE		
Fabales	Fabaceae	Anthyllis	vulneraria {L.}	gandogeri {(Sagorski) W. Becker ex Maire}			1345	NATIVE		
Fabales	Fabaceae	Anthyllis	vulneraria {L.}	lusitanica {(Cullen & P.Silva) Franco}			3289	ENDEMIC		
Fabales	Fabaceae	Anthyllis	lemanniana {Lowe}				3634			ENDEMIC
Fabales	Fabaceae	Argyrolobium	zanonii {(Turra) P.W.Ball}	zanonii {}			1346	NATIVE		
Fabales	Fabaceae	Astragalus	algarbiensis {Bunge}				1347	NATIVE		
Fabales	Fabaceae	Astragalus	boeticus {L.}				1348	NATIVE		NATIVE
Fabales	Fabaceae	Astragalus	cymbaecarpos {Brot.}				1349	NATIVE		
Fabales	Fabaceae	Astragalus	echinatus {Murray}				1350	NATIVE		
Fabales	Fabaceae	Astragalus	epiglottis {L.}				1351	NATIVE		
Fabales	Fabaceae	Astragalus	glaux {L.}				1352	NATIVE		
Fabales	Fabaceae	Astragalus	glycyphyllos {L.}				1353	NATIVE		
Fabales	Fabaceae	Astragalus	hamosus {L.}				1354	NATIVE		
Fabales	Fabaceae	Astragalus	incanus {L.}	nummularioides {(Desf.) Maire}			1355	NATIVE		
Fabales	Fabaceae	Astragalus	pelecinus {(L.) Barneby}	pelecinus {}			1356	NATIVE		NATIVE
Fabales	Fabaceae	Astragalus	sesameus {L.}				1357	NATIVE		
Fabales	Fabaceae	Astragalus	stella {L.}				1358	NATIVE		
Fabales	Fabaceae	Astragalus	tragacantha {L.}				1359	NATIVE		
Fabales	Fabaceae	Astragalus	solandri {Lowe}				3660			NATIVE
Fabales	Fabaceae	Bituminaria	bituminosa {(L.) C.H.Stirt.}				1360	NATIVE		NATIVE
Fabales	Fabaceae	Calicotome	villosa {(Poir.) Link}				1361	NATIVE		
Fabales	Fabaceae	Ceratonia	siliqua {L.}				3093	EXOTIC		
Fabales	Fabaceae	Coronilla	glauca {L.}				1362	NATIVE		EXOTIC
Fabales	Fabaceae	Coronilla	juncea {L.}				1363	NATIVE		
Fabales	Fabaceae	Coronilla	minima {L.}	minima {}			1364	NATIVE		
Fabales	Fabaceae	Coronilla	repanda {(Poir.) Guss.}	repanda {}			1365	NATIVE		
Fabales	Fabaceae	Coronilla	repanda {(Poir.) Guss.}	dura {(Cav.) Cout.}			1366	NATIVE		
Fabales	Fabaceae	Coronilla	repanda {(Poir.) Guss.}				1367			
Fabales	Fabaceae	Coronilla	scorpioides {(L.) W.D.J.Koch}				1368	NATIVE		
Fabales	Fabaceae	Cytisus	arboreus {(Desf.) DC.}	baeticus {(Webb) Maire}			1369	NATIVE		
Fabales	Fabaceae	Cytisus	grandiflorus {(Brot.) DC.}	cabezudoi {Talavera}			1370	NATIVE		
Fabales	Fabaceae	Cytisus	grandiflorus {(Brot.) DC.}	grandiflorus {}			1371	NATIVE		
Fabales	Fabaceae	Cytisus	grandiflorus {(Brot.) DC.}				1372			
Fabales	Fabaceae	Cytisus	multiflorus {(L'Hér.) Sweet}				1373	NATIVE		EXOTIC
Fabales	Fabaceae	Cytisus	oromediterraneus {Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas}				1374	NATIVE		
Fabales	Fabaceae	Cytisus	scoparius {(L.) Link}	scoparius {}			1375	NATIVE	EXOTIC	EXOTIC
Fabales	Fabaceae	Cytisus	striatus {(Hill) Rothm.}				1376	NATIVE		EXOTIC
Fabales	Fabaceae	Dorycnium	hirsutum {(L.) Ser.}				1377	NATIVE		
Fabales	Fabaceae	Dorycnium	pentaphyllum {Scop.}				1378	NATIVE		
Fabales	Fabaceae	Dorycnium	rectum {(L.) Ser.}				1379	NATIVE		
Fabales	Fabaceae	Dorycnopsis	gerardi {(L.) Boiss.}				1380	NATIVE		
Fabales	Fabaceae	Echinospartum	ibericum {Rivas Mart., Sánchez Mata & Sancho}				1381	NATIVE		
Fabales	Fabaceae	Erophaca	baetica {(L.) Boiss.}	baetica {}			1382	NATIVE		
Fabales	Fabaceae	Galega	cirujanoi {García Mur. & Talavera}				1383	NATIVE		
Fabales	Fabaceae	Galega	officinalis {L.}				1384	NATIVE		
Fabales	Fabaceae	Genista	ancistrocarpa {Spach}				1385	NATIVE		
Fabales	Fabaceae	Genista	anglica {L.}				1386	NATIVE		
Fabales	Fabaceae	Genista	berberidea {Lange}				1387	NATIVE		
Fabales	Fabaceae	Genista	cinerascens {Lange}				1388	NATIVE		
Fabales	Fabaceae	Genista	falcata {Brot.}				1389	NATIVE		
Fabales	Fabaceae	Genista	florida {L.}				1390	NATIVE		
Fabales	Fabaceae	Genista	hirsuta {Vahl}	algarbiensis {(Brot.) Rivas Mart., T.E.Díaz & Fern.Gonz.}			1391	NATIVE		
Fabales	Fabaceae	Genista	hirsuta {Vahl}	hirsuta {}			1392	NATIVE		
Fabales	Fabaceae	Genista	hirsuta {Vahl}				1393			
Fabales	Fabaceae	Genista	hystrix {Lange}				1394	NATIVE		
Fabales	Fabaceae	Genista	micrantha {Ortega}				1395	NATIVE		
Fabales	Fabaceae	Genista	obtusiramea {J.Gay ex Spach}				1396	NATIVE		
Fabales	Fabaceae	Genista	polyanthos {R.Roem. ex Willk.}				1397	NATIVE		
Fabales	Fabaceae	Genista	scorpius {(L.) DC.}				1398	NATIVE		
Fabales	Fabaceae	Genista	tournefortii {Spach}	tournefortii {}			1399	NATIVE		
Fabales	Fabaceae	Genista	triacanthos {Brot.}				1400	NATIVE		
Fabales	Fabaceae	Genista	tenera {(Jacq. ex Murray) Kuntze}				3636			ENDEMIC
Fabales	Fabaceae	Glycyrrhiza	glabra {L.}				1401	NATIVE		
Fabales	Fabaceae	Hedysarum	flexuosum {L.}				1402	NATIVE		
Fabales	Fabaceae	Hedysarum	glomeratum {F.Dietr.}				1403	NATIVE		
Fabales	Fabaceae	Hedysarum	coronarium {L.}				3278	EXOTIC		
Fabales	Fabaceae	Hippocrepis	biflora {Spreng.}				1404	NATIVE		
Fabales	Fabaceae	Hippocrepis	ciliata {Willd.}				1405	NATIVE		
Fabales	Fabaceae	Hippocrepis	multisiliquosa {L.}				1406	NATIVE		NATIVE
Fabales	Fabaceae	Hymenocarpos	cornicina {(L.) Vis.}				1407	NATIVE		
Fabales	Fabaceae	Hymenocarpos	hamosus {(Desf.) Vis.}				1408	NATIVE		
Fabales	Fabaceae	Hymenocarpos	lotoides {(L.) Vis.}				1409	NATIVE		
Fabales	Fabaceae	Lathyrus	amphicarpos {L.}				1410	NATIVE		
Fabales	Fabaceae	Lathyrus	angulatus {L.}				1411	NATIVE		NATIVE
Fabales	Fabaceae	Lathyrus	annuus {L.}				1412	NATIVE	NATIVE	NATIVE
Fabales	Fabaceae	Lathyrus	aphaca {L.}				1413	NATIVE	EXOTIC	NATIVE
Fabales	Fabaceae	Lathyrus	cicera {L.}				1414	NATIVE		EXOTIC
Fabales	Fabaceae	Lathyrus	clymenum {L.}				1415	NATIVE	EXOTIC	NATIVE
Fabales	Fabaceae	Lathyrus	hirsutus {L.}				1416	NATIVE	EXOTIC	
Fabales	Fabaceae	Lathyrus	latifolius {L.}				1417	NATIVE		
Fabales	Fabaceae	Lathyrus	linifolius {(Reichard) Bässler}				1418	NATIVE		
Fabales	Fabaceae	Lathyrus	niger {(L.) Bernh.}				1419	NATIVE		
Fabales	Fabaceae	Lathyrus	nissolia {L.}		glabrescens {Freyn}		1420	NATIVE		
Fabales	Fabaceae	Lathyrus	nudicaulis {(Willk.) Amo}				1421	NATIVE		
Fabales	Fabaceae	Lathyrus	ochrus {(L.) DC.}				1422	NATIVE	EXOTIC	EXOTIC
Fabales	Fabaceae	Lathyrus	pratensis {L.}				1423	NATIVE		
Fabales	Fabaceae	Lathyrus	setifolius {L.}				1424	NATIVE		
Fabales	Fabaceae	Lathyrus	sphaericus {Retz.}				1425	NATIVE		NATIVE
Fabales	Fabaceae	Lathyrus	sylvestris {L.}				1426	NATIVE		NATIVE
Fabales	Fabaceae	Lathyrus	tingitanus {L.}				1427	NATIVE	EXOTIC	EXOTIC
Fabales	Fabaceae	Lathyrus	odoratus {L.}				3257	EXOTIC		EXOTIC
Fabales	Fabaceae	Lathyrus	sativus {L.}				3258	EXOTIC	EXOTIC	EXOTIC
Fabales	Fabaceae	Lathyrus	japonicus {Willd.}	maritimus {(L.) P.W.Ball}			3638		EXOTIC	
Fabales	Fabaceae	Lens	lamottei {Czefr.}				1428	NATIVE		
Fabales	Fabaceae	Lens	nigricans {(M.Bieb.) Godr.}				1429	NATIVE		
Fabales	Fabaceae	Lotus	angustissimus {L.}				1430	NATIVE	EXOTIC	NATIVE
Fabales	Fabaceae	Lotus	arenarius {Brot.}				1431	NATIVE		
Fabales	Fabaceae	Lotus	castellanus {Boiss. & Reut.}				1432	NATIVE		
