order	family	genus	species	subspecies	variety	form	id	territory:lu	territory:az	territory:ma
Lamiales	Acanthaceae	Acanthus	mollis {L.}				3297	EXOTIC	EXOTIC	EXOTIC
Lamiales	Lamiaceae	Acinos	alpinus {(L.) Moench}				1790	NATIVE		
Lamiales	Lamiaceae	Ajuga	pyramidalis {L.}	pyramidalis {}			604	NATIVE		
Lamiales	Lamiaceae	Ajuga	chamaepitys {(L.) Schreb.}				1791	NATIVE		
Lamiales	Lamiaceae	Ajuga	iva {(L.) Schreb.}		pseudoiva {(DC.) Briq.}		1792	NATIVE		NATIVE
Lamiales	Lamiaceae	Ajuga	iva {(L.) Schreb.}		iva {}		1793	NATIVE		
Lamiales	Lamiaceae	Ajuga	iva {(L.) Schreb.}				1794			
Lamiales	Lamiaceae	Ajuga	pyramidalis {L.}	meonantha {(Hoffmanns. & Link.) R.Fern.}			1795	NATIVE		
Lamiales	Lamiaceae	Ajuga	pyramidalis {L.}				1796			
Lamiales	Lamiaceae	Ajuga	reptans {L.}				1797	NATIVE		
Lamiales	Lamiaceae	Ballota	hirsuta {Benth.}				1798	NATIVE		
Lamiales	Lamiaceae	Ballota	nigra {L.}	foetida {Hayek}			1799	NATIVE		NATIVE
Lamiales	Lamiaceae	Ballota	nigra {L.}	nigra {}			1800	NATIVE		
Lamiales	Lamiaceae	Ballota	nigra {L.}				1801			
Lamiales	Lamiaceae	Ballota	nigra {L.}	uncinata {(Fiori & Bég.) Patzak}			1802	NATIVE	EXOTIC	NATIVE
Lamiales	Lamiaceae	Calamintha	nepeta {(L.) Savi}	nepeta {}			1803	NATIVE	NATIVE	NATIVE
Lamiales	Lamiaceae	Cleonia	lusitanica {(L.) L.}				1804	NATIVE		
Lamiales	Lamiaceae	Clinopodium	vulgare {L.}				1805	NATIVE	NATIVE	NATIVE
Lamiales	Lamiaceae	Galeopsis	tetrahit {L.}	tetrahit {}			1806	NATIVE		
Lamiales	Lamiaceae	Glechoma	hederacea {L.}				1807	NATIVE	EXOTIC	
Lamiales	Lamiaceae	Lamium	amplexicaule {L.}				1808	NATIVE	EXOTIC	NATIVE
Lamiales	Lamiaceae	Lamium	bifidum {Cirillo}				1809	NATIVE		
Lamiales	Lamiaceae	Lamium	gevorense {(Gómez Hern.) Gómez Hern. & A.Pujadas}				1810	NATIVE		
Lamiales	Lamiaceae	Lamium	hybridum {Vill.}				1811	NATIVE		EXOTIC
Lamiales	Lamiaceae	Lamium	maculatum {L.}				1812	NATIVE		
Lamiales	Lamiaceae	Lamium	purpureum {L.}				1813	NATIVE	EXOTIC	NATIVE
Lamiales	Lamiaceae	Lamium	coutinhoi {J.G.Garcia}				3287	ENDEMIC		
Lamiales	Lamiaceae	Lavandula	multifida {L.}				1814	NATIVE		
Lamiales	Lamiaceae	Lavandula	pedunculata {(Mill.) Cav.}	pedunculata {}			1815	NATIVE		
Lamiales	Lamiaceae	Lavandula	stoechas {L.}	luisieri {Rozeira}			1816	NATIVE		
Lamiales	Lamiaceae	Lavandula	stoechas {L.}	stoechas {}			1817	NATIVE		
Lamiales	Lamiaceae	Lavandula	stoechas {L.}				1818			
Lamiales	Lamiaceae	Lavandula	viridis {L'Hér.}				1819	NATIVE	EXOTIC	NATIVE
Lamiales	Lamiaceae	Lavandula	latifolia {Medik.}				3269	EXOTIC		
Lamiales	Lamiaceae	Lavandula	pedunculata {(Mill.) Cav.}	maderensis {(Benth.) Menezes}			3715			ENDEMIC
Lamiales	Lamiaceae	Lavandula	pedunculata {(Mill.) Cav.}				3716			
Lamiales	Lamiaceae	Lavandula	pinnata {L.f.}				3717			NATIVE
Lamiales	Lamiaceae	Lycopus	europaeus {L.}				1820	NATIVE	NATIVE	
Lamiales	Lamiaceae	Marrubium	vulgare {L.}				1821	NATIVE	EXOTIC	NATIVE
Lamiales	Lamiaceae	Melissa	officinalis {L.}				1822	NATIVE		EXOTIC
Lamiales	Lamiaceae	Melittis	melissophyllum {L.}				1823	NATIVE		
Lamiales	Lamiaceae	Mentha	aquatica {L.}				1824	NATIVE	NATIVE	NATIVE
Lamiales	Lamiaceae	Mentha	cervina {L.}				1825	NATIVE		
Lamiales	Lamiaceae	Mentha	longifolia {(L.) Huds.}				1826	NATIVE		EXOTIC
Lamiales	Lamiaceae	Mentha	pulegium {L.}				1827	NATIVE	NATIVE	NATIVE
Lamiales	Lamiaceae	Mentha	suaveolens {Ehrh.}				1828	NATIVE	EXOTIC	NATIVE
Lamiales	Lamiaceae	Mentha	spicata {L.}				3718		EXOTIC	EXOTIC
Lamiales	Lamiaceae	Micromeria	graeca {(L.) Rchb.}	graeca {}			1829	NATIVE		
Lamiales	Lamiaceae	Micromeria	juliana {(L.) Rchb.}				3270	EXOTIC		
Lamiales	Lamiaceae	Micromeria	thymoides {(Sol. ex Lowe) Webb & Berthel.}	cacuminicolae {(P.Pérez) Rivas Mart.}			3719			ENDEMIC
Lamiales	Lamiaceae	Micromeria	thymoides {(Sol. ex Lowe) Webb & Berthel.}	thymoides {}			3720			ENDEMIC
Lamiales	Lamiaceae	Micromeria	thymoides {(Sol. ex Lowe) Webb & Berthel.}				3721			
Lamiales	Lamiaceae	Nepeta	caerulea {Aiton}				1830	NATIVE		
Lamiales	Lamiaceae	Nepeta	cataria {L.}				1831	NATIVE		
Lamiales	Lamiaceae	Nepeta	multibracteata {Desf.}				1832	NATIVE		
Lamiales	Lamiaceae	Nepeta	tuberosa {L.}	tuberosa {}			1833	NATIVE		
Lamiales	Lamiaceae	Origanum	vulgare {L.}	virens {(Hoffmanns. & Link) Bonnier & Layens}			1834	NATIVE	NATIVE	NATIVE
Lamiales	Lamiaceae	Origanum	majorana {L.}				3722		EXOTIC	
Lamiales	Lamiaceae	Phlomis	herba-venti {L.}	herba-venti {}			1835	NATIVE		
Lamiales	Lamiaceae	Phlomis	lychnitis {L.}				1836	NATIVE		
Lamiales	Lamiaceae	Phlomis	purpurea {L.}				1837	NATIVE		
Lamiales	Lamiaceae	Phlomis	fruticosa {L.}				3723		EXOTIC	
Lamiales	Lamiaceae	Prasium	majus {L.}				1838	NATIVE		NATIVE
Lamiales	Lamiaceae	Prunella	grandiflora {(L.) Scholler}				1839	NATIVE		
Lamiales	Lamiaceae	Prunella	laciniata {(L.) L.}				1840	NATIVE		
Lamiales	Lamiaceae	Prunella	vulgaris {L.}				1841	NATIVE	NATIVE	NATIVE
Lamiales	Lamiaceae	Rosmarinus	officinalis {L.}				1842	NATIVE	EXOTIC	
Lamiales	Lamiaceae	Salvia	aethiopis {L.}				1843	NATIVE		
Lamiales	Lamiaceae	Salvia	argentea {L.}				1844	NATIVE		
Lamiales	Lamiaceae	Salvia	sclarea {L.}				1845	UNCERTAIN		
Lamiales	Lamiaceae	Salvia	sclareoides {Brot.}				1846	NATIVE		
Lamiales	Lamiaceae	Salvia	verbenaca {L.}				1847	NATIVE		NATIVE
Lamiales	Lamiaceae	Salvia	viridis {L.}				1848	NATIVE		
Lamiales	Lamiaceae	Salvia	coccinea {Juss. ex Murray}				3725			EXOTIC
Lamiales	Lamiaceae	Salvia	leucantha {Cav.}				3726			EXOTIC
Lamiales	Lamiaceae	Scutellaria	galericulata {L.}				1849	NATIVE		
Lamiales	Lamiaceae	Scutellaria	minor {Huds.}				1850	NATIVE	NATIVE	
Lamiales	Lamiaceae	Sideritis	arborescens {Benth.}	lusitanica {(Font Quer) Rivas Mart., T.E.Díaz, Fern.Gonz.}			1851	ENDEMIC		
Lamiales	Lamiaceae	Sideritis	hirsuta {L.}				1852	NATIVE		
Lamiales	Lamiaceae	Sideritis	hyssopifolia {L.}				1853	NATIVE		
Lamiales	Lamiaceae	Sideritis	montserratiana {Stübing, Roselló, Olivares & Peris}				1854	NATIVE		
Lamiales	Lamiaceae	Sideritis	romana {L.}				1855	NATIVE		
Lamiales	Lamiaceae	Sideritis	candicans {Aiton}		candicans {}		3727			ENDEMIC
Lamiales	Lamiaceae	Sideritis	candicans {Aiton}		crassifolia  {Lowe}		3728			ENDEMIC
Lamiales	Lamiaceae	Sideritis	candicans {Aiton}				3729			
Lamiales	Lamiaceae	Sideritis	candicans {Aiton}		multiflora {(Bornm.) Mend.-Heuer}		3730			ENDEMIC
Lamiales	Lamiaceae	Stachys	arvensis {(L.) L.}				1856	NATIVE	EXOTIC	NATIVE
Lamiales	Lamiaceae	Stachys	germanica {L.}				1857	NATIVE		
Lamiales	Lamiaceae	Stachys	ocymastrum {(L.) Briq.}				1858	NATIVE		NATIVE
Lamiales	Lamiaceae	Stachys	officinalis {(L.) R.Trevis.}		algeriensis {(de Noé) Cout.}		1859	NATIVE		
Lamiales	Lamiaceae	Stachys	officinalis {(L.) R.Trevis.}		officinalis {}		1860	NATIVE		
Lamiales	Lamiaceae	Stachys	officinalis {(L.) R.Trevis.}				1861			
Lamiales	Lamiaceae	Stachys	palustris {L.}				1862	NATIVE		
Lamiales	Lamiaceae	Stachys	sylvatica {L.}				1863	NATIVE		NATIVE
Lamiales	Lamiaceae	Teucrium	algarbiense {(Cout.) Cout.}				1864	NATIVE		
Lamiales	Lamiaceae	Teucrium	capitatum {L.}	capitatum {}			1865	NATIVE		
Lamiales	Lamiaceae	Teucrium	chamaedrys {L.}				1866	NATIVE		
Lamiales	Lamiaceae	Teucrium	dunense {Sennen}				1867	NATIVE		
Lamiales	Lamiaceae	Teucrium	fruticans {L.}				1868	NATIVE		
Lamiales	Lamiaceae	Teucrium	gnaphalodes {L'Hér.}				1869	NATIVE		
Lamiales	Lamiaceae	Teucrium	haenseleri {Boiss.}				1870	NATIVE		
Lamiales	Lamiaceae	Teucrium	lusitanicum {Schreb.}	lusitanicum {}			1871	NATIVE		
Lamiales	Lamiaceae	Teucrium	pseudochamaepitys {L.}				1872	NATIVE		
Lamiales	Lamiaceae	Teucrium	pseudoscorodonia {Desf.}				1873	NATIVE		
Lamiales	Lamiaceae	Teucrium	salviastrum {Schreb.}				1874	ENDEMIC		
Lamiales	Lamiaceae	Teucrium	scordium {L.}	scordium {}			1875	NATIVE		
Lamiales	Lamiaceae	Teucrium	scorodonia {L.}				1876	NATIVE	EXOTIC	
Lamiales	Lamiaceae	Teucrium	spinosum {L.}				1877	NATIVE		
Lamiales	Lamiaceae	Teucrium	vicentinum {Rouy}				1878	ENDEMIC		
Lamiales	Lamiaceae	Teucrium	abutiloides {L'Hér.}				3731			ENDEMIC
Lamiales	Lamiaceae	Teucrium	betonicum {L'Hér.}				3732			ENDEMIC
Lamiales	Lamiaceae	Teucrium	francoi {M.Seq., Capelo, J.C.Costa & R.Jardim}				3733			ENDEMIC
Lamiales	Lamiaceae	Teucrium	heterophyllum {L'Hér.}	heterophyllum {}			3734			ENDEMIC
Lamiales	Lamiaceae	Thymbra	capitata {(L.) Cav.}				1879	NATIVE		
Lamiales	Lamiaceae	Thymus	albicans {Hoffmanns. & Link}				1880	NATIVE		
Lamiales	Lamiaceae	Thymus	caespititius {Brot.}				1881	NATIVE	NATIVE	
Lamiales	Lamiaceae	Thymus	camphoratus {Hoffmanns. & Link}				1882	ENDEMIC		
Lamiales	Lamiaceae	Thymus	capitellatus {Hoffmanns. & Link}				1883	ENDEMIC		
Lamiales	Lamiaceae	Thymus	carnosus {Boiss.}				1884	NATIVE		
Lamiales	Lamiaceae	Thymus	lotocephalus {G.López & R.Morales}				1885	ENDEMIC		
Lamiales	Lamiaceae	Thymus	mastichina {L.}	mastichina {}			1886	NATIVE		
Lamiales	Lamiaceae	Thymus	mastichina {L.}	donyanae {R.Morales}			1887	NATIVE		
Lamiales	Lamiaceae	Thymus	mastichina {L.}				1888			
Lamiales	Lamiaceae	Thymus	praecox {Opiz}	britanicus {(Ronniger) Holub}			1889	NATIVE		
Lamiales	Lamiaceae	Thymus	pulegioides {L.}				1890	NATIVE		
Lamiales	Lamiaceae	Thymus	villosus {L.}	villosus {}			1891	ENDEMIC		
Lamiales	Lamiaceae	Thymus	villosus {L.}	lusitanicus {(Boiss.) Cout.}			1892	NATIVE		
Lamiales	Lamiaceae	Thymus	villosus {L.}				1893			
Lamiales	Lamiaceae	Thymus	zygis {L.}	sylvestris {(Hoffmanns. & Link) Cout.}			1894	NATIVE		
Lamiales	Lamiaceae	Thymus	zygis {L.}	zygis {}			1895	NATIVE		
Lamiales	Lamiaceae	Thymus	zygis {L.}				1896			
Lamiales	Lamiaceae	Thymus	micans {Lowe}				3735			ENDEMIC
Lamiales	Lamiaceae	Bystropogon	maderensis {Webb & Berthel.}				3711			ENDEMIC
Lamiales	Lamiaceae	Bystropogon	punctatus {L'Hér.}				3712			ENDEMIC
Lamiales	Lamiaceae	Cedronella	canariensis {(L.) Webb & Berthel.}				3713		NATIVE	NATIVE
Lamiales	Lamiaceae	Lamiastrum	galeobdolon {(L.) Ehrend. & Polatschek}				3714			EXOTIC
Lamiales	Lamiaceae	Plectranthus	fruticosus {L'Hér.}				3724			EXOTIC
Lamiales	Lentibulariaceae	Pinguicula	lusitanica {L.}				1904	NATIVE		
Lamiales	Lentibulariaceae	Pinguicula	vulgaris {L.}				1905	NATIVE		
Lamiales	Lentibulariaceae	Utricularia	australis {R.Br.}				1906	NATIVE		
Lamiales	Lentibulariaceae	Utricularia	gibba {L.}				1907	NATIVE		
Lamiales	Lentibulariaceae	Utricularia	subulata {L.}				1908	NATIVE		
Lamiales	Linderniaceae	Lindernia	procumbens {(Krocker) Philcox}				2932	NATIVE		
Lamiales	Linderniaceae	Lindernia	dubia {(L.) Pennell}				3177	EXOTIC		
Lamiales	Oleaceae	Fraxinus	angustifolia {Vahl}	angustifolia {}			2048	NATIVE		
Lamiales	Oleaceae	Jasminum	fruticans {L.}				2049	NATIVE		
Lamiales	Oleaceae	Jasminum	azoricum {L.}				3769			NATIVE
Lamiales	Oleaceae	Jasminum	odoratissimum {L.}				3770			ENDEMIC
Lamiales	Oleaceae	Ligustrum	vulgare {L.}				2050	NATIVE		
Lamiales	Oleaceae	Ligustrum	henryi {Hemsl.}				3771		EXOTIC	
Lamiales	Oleaceae	Ligustrum	lucidum {W.T.Aiton}				3772			
Lamiales	Oleaceae	Ligustrum	ovalifolium {Hassk.}				3773		EXOTIC	
Lamiales	Oleaceae	Olea	europaea {L.}		sylvestris {(Mill.) Hegi}		2051	NATIVE		
Lamiales	Oleaceae	Olea	europaea {L.}		europaea {}		3137	EXOTIC		
Lamiales	Oleaceae	Olea	europaea {L.}				3138			
Lamiales	Oleaceae	Olea	maderensis {(Lowe) Rivas Mart. & del Arco}				3774			ENDEMIC
Lamiales	Oleaceae	Phillyrea	angustifolia {L.}				2052	NATIVE		
Lamiales	Oleaceae	Phillyrea	latifolia {L.}				2053	NATIVE		
Lamiales	Oleaceae	Picconia	azorica {(Tutin) Knobl.}				3775		ENDEMIC	
Lamiales	Oleaceae	Picconia	excelsa {(Aiton) DC.}				3776			NATIVE
Lamiales	Orobanchaceae	Cistanche	phelypaea {(L.) Cout.}				2121	NATIVE		NATIVE
Lamiales	Orobanchaceae	Orobanche	arenaria {Borkh.}				2122	NATIVE		
Lamiales	Orobanchaceae	Orobanche	artemisiae-campestris {Vaucher ex Gaudin}				2123	NATIVE		
Lamiales	Orobanchaceae	Orobanche	calendulae {Pomel}				2124	NATIVE		NATIVE
Lamiales	Orobanchaceae	Orobanche	clausonis {Pomel}	hesperina {(J.A.Guim.) M.J.Y.Foley}			2125	NATIVE		
Lamiales	Orobanchaceae	Orobanche	crenata {Forssk.}				2126	NATIVE	EXOTIC	NATIVE
Lamiales	Orobanchaceae	Orobanche	densiflora {Salzm. ex Reut.}				2127	NATIVE		
Lamiales	Orobanchaceae	Orobanche	foetida {Poir.}				2128	NATIVE		
Lamiales	Orobanchaceae	Orobanche	gracilis {Sm.}				2129	NATIVE		
Lamiales	Orobanchaceae	Orobanche	hederae {Vaucher ex Duby}				2130	NATIVE	NATIVE	
Lamiales	Orobanchaceae	Orobanche	latisquama {(F.W.Schultz) Batt.}				2131	NATIVE		
Lamiales	Orobanchaceae	Orobanche	maritima {Pugsley}				2132	NATIVE		
Lamiales	Orobanchaceae	Orobanche	minor {Sm.}				2133	NATIVE	EXOTIC	NATIVE
Lamiales	Orobanchaceae	Orobanche	purpurea {Jacq.}				2134	NATIVE		
Lamiales	Orobanchaceae	Orobanche	ramosa {L.}	mutelii {(F.W.Schultz) Cout.}			2135	NATIVE		
Lamiales	Orobanchaceae	Orobanche	ramosa {L.}	ramosa {}			2136	NATIVE		
Lamiales	Orobanchaceae	Orobanche	ramosa {L.}				2137			
Lamiales	Orobanchaceae	Orobanche	ramosa {L.}	nana {(Reut.) Cout.}			2138	NATIVE		EXOTIC
Lamiales	Orobanchaceae	Orobanche	rapum-genistae {Thuill.}				2139	NATIVE		
Lamiales	Orobanchaceae	Orobanche	rosmarina {Beck}				2140	NATIVE		
Lamiales	Orobanchaceae	Bartsia	trixago {L.}				2881	NATIVE	NATIVE	NATIVE
Lamiales	Orobanchaceae	Euphrasia	hirtella {Jord. ex Reut.}				2891	NATIVE		
Lamiales	Orobanchaceae	Euphrasia	minima {Jacq. ex DC.}				2892	NATIVE		
Lamiales	Orobanchaceae	Euphrasia	azorica {H.C.Watson}				3789		ENDEMIC	
Lamiales	Orobanchaceae	Euphrasia	grandiflora {Hochst.}				3790		ENDEMIC	
Lamiales	Orobanchaceae	Melampyrum	pratense {L.}	latifolium {Schübl. & G.Martens}			2933	NATIVE		
Lamiales	Orobanchaceae	Nothobartsia	asperrima {(Link) Benedí & Herrero}				2936	NATIVE		
Lamiales	Orobanchaceae	Odontitella	virgata {(Link) Rothm.}				2937	NATIVE		
Lamiales	Orobanchaceae	Odontites	vernus {(Bellardi) Dumort.}				2938	NATIVE		
Lamiales	Orobanchaceae	Odontites	viscosus {(L.) Clairv.}	australis {(Boiss.) Jahand. & Maire}			2939	NATIVE		
Lamiales	Orobanchaceae	Odontites	holliana {(Lowe) Benth.}				3791			ENDEMIC
Lamiales	Orobanchaceae	Parentucellia	latifolia {(L.) Caruel}				2940	NATIVE		
Lamiales	Orobanchaceae	Parentucellia	viscosa {(L.) Caruel}				2941	NATIVE	NATIVE	NATIVE
Lamiales	Orobanchaceae	Pedicularis	sylvatica {L.}	lusitanica {(Hoffmanns. & Link) Cout.}			2942	NATIVE		
Lamiales	Orobanchaceae	Rhinanthus	minor {L.}				2943	NATIVE		
Lamiales	Plantaginaceae	Littorella	uniflora {(L.) Asch.}				2183	NATIVE	NATIVE	
Lamiales	Plantaginaceae	Plantago	afra {L.}		afra {}		2184	NATIVE		
Lamiales	Plantaginaceae	Plantago	albicans {L.}				2185	NATIVE		
Lamiales	Plantaginaceae	Plantago	algarbiensis {Samp.}				2186	NATIVE		
Lamiales	Plantaginaceae	Plantago	alpina {L.}				2187	NATIVE		
Lamiales	Plantaginaceae	Plantago	bellardii {All.}				2188	NATIVE		EXOTIC
Lamiales	Plantaginaceae	Plantago	coronopus {L.}				2189	NATIVE	NATIVE	NATIVE
Lamiales	Plantaginaceae	Plantago	holosteum {Scop.}				2190	NATIVE		
Lamiales	Plantaginaceae	Plantago	lagopus {L.}				2191	NATIVE	EXOTIC	NATIVE
Lamiales	Plantaginaceae	Plantago	lanceolata {L.}				2192	NATIVE	EXOTIC	NATIVE
Lamiales	Plantaginaceae	Plantago	loeflingii {Loefl. ex L.}				2193	NATIVE		EXOTIC
Lamiales	Plantaginaceae	Plantago	macrorhiza {Poir.}				2194	NATIVE		
Lamiales	Plantaginaceae	Plantago	major {L.}	intermedia {(DC.) Arcang.}			2195	NATIVE		
Lamiales	Plantaginaceae	Plantago	maritima {L.}	maritima {}			2196	NATIVE		
Lamiales	Plantaginaceae	Plantago	maritima {L.}	serpentina {(All.) Arcang.}			2197	NATIVE		
Lamiales	Plantaginaceae	Plantago	maritima {L.}				2198			
Lamiales	Plantaginaceae	Plantago	sempervirens {Crantz}				2199	NATIVE		
Lamiales	Plantaginaceae	Plantago	serraria {L.}				2200	NATIVE		
Lamiales	Plantaginaceae	Plantago	afra {L.}		obtusata  {(Svent.) A.Hansen & Sunding}		3805			NATIVE
Lamiales	Plantaginaceae	Plantago	afra {L.}				3806			
Lamiales	Plantaginaceae	Plantago	arborescens {Poir.}	maderensis {(Decne.) A.Hansen & G.Kunkel}			3807			NATIVE
Lamiales	Plantaginaceae	Plantago	leiopetala {Lowe}				3808			ENDEMIC
Lamiales	Plantaginaceae	Plantago	major {L.}	major {}			3809			NATIVE
Lamiales	Plantaginaceae	Plantago	major {L.}				3810		EXOTIC	
Lamiales	Plantaginaceae	Plantago	malato-belizii {Lawalrée}				3811			ENDEMIC
Lamiales	Plantaginaceae	Plantago	myosurus {Lam.}	myosurus {}			3812			EXOTIC
Lamiales	Plantaginaceae	Plantago	ovata {Forssk.}				3813			NATIVE
Lamiales	Plantaginaceae	Anarrhinum	bellidifolium {(L.) Willd.}				2871	NATIVE		
Lamiales	Plantaginaceae	Anarrhinum	duriminium {(Brot.) Pers.}				2872	NATIVE		
Lamiales	Plantaginaceae	Anarrhinum	longipedicellatum {R.Fern.}				2873	ENDEMIC		
Lamiales	Plantaginaceae	Antirrhinum	cirrhigerum {(Welw. ex Ficalho) Rothm.}				2875	NATIVE		
Lamiales	Plantaginaceae	Antirrhinum	graniticum {Rothm.}				2876	NATIVE		
Lamiales	Plantaginaceae	Antirrhinum	linkianum {Boiss. & Reut.}				2877	NATIVE		
Lamiales	Plantaginaceae	Antirrhinum	lopesianum {Rothm.}				2878	NATIVE		
Lamiales	Plantaginaceae	Antirrhinum	meonanthum {Hoffmanns. & Link}				2879	NATIVE		
Lamiales	Plantaginaceae	Antirrhinum	onubense {(Fern.Casas) Fern.Casas}				2880	NATIVE		
Lamiales	Plantaginaceae	Antirrhinum	majus {L.}				3799		EXOTIC	EXOTIC
Lamiales	Plantaginaceae	Antirrhinum	rothmaleri {(Pinto da Silva) Amich, Bernardos & García-Barrius}				4043	ENDEMIC		
Lamiales	Plantaginaceae	Chaenorhinum	minus {(L.) Lange}	minus {}			2882	NATIVE		
Lamiales	Plantaginaceae	Chaenorhinum	origanifolium {(L.) Kostel.}	origanifolium {}			2883	NATIVE		
Lamiales	Plantaginaceae	Chaenorhinum	segoviense {(Reut. ex Rouy) Rouy}	segoviense {}			2884	NATIVE		
Lamiales	Plantaginaceae	Chaenorhinum	serpyllifolium {(Lange) Lange}	lusitanicum {R.Fern.}			2885	ENDEMIC		
Lamiales	Plantaginaceae	Chaenorhinum	rubrifolium {(Robill. & Castagne ex DC.) Fourr.}	rubrifolium {}			4053	NATIVE		
Lamiales	Plantaginaceae	Cymbalaria	muralis {G.Gaertn., B.Mey. & Scherb.}	muralis {}			3099	EXOTIC	EXOTIC	EXOTIC
Lamiales	Plantaginaceae	Digitalis	mariana {Boiss.}	heywoodii {(P.Silva & M.Silva) Hinz}			2886	NATIVE		
Lamiales	Plantaginaceae	Digitalis	purpurea {L.}	amandiana {(Samp.) Hinz}			2887	ENDEMIC		
Lamiales	Plantaginaceae	Digitalis	purpurea {L.}	purpurea {}			2888	NATIVE	EXOTIC	NATIVE
Lamiales	Plantaginaceae	Digitalis	purpurea {L.}				2889			
Lamiales	Plantaginaceae	Digitalis	thapsi {L.}				2890	NATIVE		
Lamiales	Plantaginaceae	Gratiola	linifolia {Vahl}				2893	NATIVE		
Lamiales	Plantaginaceae	Gratiola	officinalis {L.}				2894	NATIVE		
Lamiales	Plantaginaceae	Kickxia	cirrhosa {(L.) Fritsch}				2895	NATIVE	EXOTIC	
Lamiales	Plantaginaceae	Kickxia	commutata {(Bernh. ex Rchb.) Fritsch}	commutata {}			2896	NATIVE		
Lamiales	Plantaginaceae	Kickxia	elatine {(L.) Dumort.}	elatine {}			2897	NATIVE	EXOTIC	NATIVE
Lamiales	Plantaginaceae	Kickxia	elatine {(L.) Dumort.}	crinita {(Mabille) Greuter}			2898	NATIVE	EXOTIC	
Lamiales	Plantaginaceae	Kickxia	elatine {(L.) Dumort.}				2899			
Lamiales	Plantaginaceae	Kickxia	lanigera {(Desf.) Hand.-Mazz.}				2900	NATIVE		NATIVE
Lamiales	Plantaginaceae	Kickxia	spuria {(L.) Dumort.}	integrifolia {(Brot.) R.Fern.}			2901	NATIVE	EXOTIC	NATIVE
Lamiales	Plantaginaceae	Kickxia	spuria {(L.) Dumort.}	spuria {}			3802		EXOTIC	
Lamiales	Plantaginaceae	Kickxia	spuria {(L.) Dumort.}				3803			
Lamiales	Plantaginaceae	Linaria	aeruginea {(Gouan) Cav.}	aeruginea {}			2903	NATIVE		
Lamiales	Plantaginaceae	Linaria	algarviana {Chav.}				2904	ENDEMIC		
Lamiales	Plantaginaceae	Linaria	amethystea {(Lam.) Hoffmanns. & Link}	multipunctata {(Brot.) Chater & D.A.Webb}			2905	ENDEMIC		
Lamiales	Plantaginaceae	Linaria	amethystea {(Lam.) Hoffmanns. & Link}	amethystea {}			2906	NATIVE		
Lamiales	Plantaginaceae	Linaria	amethystea {(Lam.) Hoffmanns. & Link}				2907			
Lamiales	Plantaginaceae	Linaria	bipunctata {(L.) Chaz.}	glutinosa {(Hoffmanns. & Link) D.A.Sutton}			2908	ENDEMIC		
Lamiales	Plantaginaceae	Linaria	bipunctata {(L.) Chaz.}	bipunctata {}			2909	NATIVE		
Lamiales	Plantaginaceae	Linaria	bipunctata {(L.) Chaz.}				2910			
Lamiales	Plantaginaceae	Linaria	diffusa {Hoffmanns. & Link}				2911	ENDEMIC		
Lamiales	Plantaginaceae	Linaria	elegans {Cav.}				2912	NATIVE		
Lamiales	Plantaginaceae	Linaria	hirta {(L.) Moench}				2913	NATIVE		
Lamiales	Plantaginaceae	Linaria	incarnata {(Vent.) Spreng.}				2914	NATIVE		
Lamiales	Plantaginaceae	Linaria	intricata {Coincy}				2915	NATIVE		
Lamiales	Plantaginaceae	Linaria	micrantha {(Cav.) Hoffmanns. & Link}				2916	NATIVE		
Lamiales	Plantaginaceae	Linaria	munbyana {Boiss. & Reut.}				2917	NATIVE		
Lamiales	Plantaginaceae	Linaria	oblongifolia {(Boiss.) Boiss. & Reut.}	haenseleri {(Boiss. & Reut.) Valdés}			2918	NATIVE		
Lamiales	Plantaginaceae	Linaria	pedunculata {(L.) Chaz.}				2919	NATIVE		
Lamiales	Plantaginaceae	Linaria	polygalifolia {Hoffmanns. & Link}	polygalifolia {}			2920	NATIVE		
Lamiales	Plantaginaceae	Linaria	polygalifolia {Hoffmanns. & Link}	lamarckii {(Rouy) D.A.Sutton}			2921	NATIVE		
Lamiales	Plantaginaceae	Linaria	polygalifolia {Hoffmanns. & Link}				2922			
Lamiales	Plantaginaceae	Linaria	ricardoi {Cout.}				2923	ENDEMIC		
Lamiales	Plantaginaceae	Linaria	saxatilis {(L.) Chaz.}				2924	NATIVE		
Lamiales	Plantaginaceae	Linaria	simplex {Willd. ex Desf.}				2925	NATIVE		
Lamiales	Plantaginaceae	Linaria	spartea {(L.) Chaz.}				2926	NATIVE		
Lamiales	Plantaginaceae	Linaria	supina {(L.) Chaz.}	maritima {(Lam. & DC.) M.Laínz}			2927	NATIVE		
Lamiales	Plantaginaceae	Linaria	supina {(L.) Chaz.}	supina {}			2928	NATIVE		
Lamiales	Plantaginaceae	Linaria	supina {(L.) Chaz.}				2929			
Lamiales	Plantaginaceae	Linaria	triornithophora {(L.) Willd.}				2930	NATIVE		
Lamiales	Plantaginaceae	Linaria	viscosa {(L.) Chaz.}	viscosa {}			2931	NATIVE		
Lamiales	Plantaginaceae	Misopates	calycinum {(Lam.) Rothm.}				2934	NATIVE		NATIVE
Lamiales	Plantaginaceae	Misopates	orontium {(L.) Raf.}				2935	NATIVE	EXOTIC	NATIVE
Lamiales	Plantaginaceae	Misopates	salvagense {D.A.Sutton}				3804			ENDEMIC
